Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
10/31/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,184.87,89561.1,
10/21/22,YOU SOLD SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,34.47,-0.011,,,,0.38,89376.23,10/25/22
10/21/22,YOU SOLD SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,34.48,-145,,0.12,,4999.48,89375.85,10/25/22
10/3/22,DIVIDEND RECEIVED VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,,0,,,,42.03,84376.37,
9/30/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,94.83,,,,-94.83,84334.34,
9/30/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,94.83,84334.34,
9/30/22,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,28200,84239.51,
9/26/22,DIVIDEND RECEIVED SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,,0,,,,34.58,56039.51,
9/23/22,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,108.44,56004.93,
9/22/22,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,126.9,55896.49,
8/31/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,83.06,,,,-83.06,55769.59,
8/31/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,83.06,55769.59,
8/1/22,DIVIDEND RECEIVED FREEPORT-MCMORAN INC COM USD0.10 (FCX) (Cash),FCX,FREEPORT-MCMORAN INC COM USD0.10,Cash,,0,,,,29.37,55686.53,
7/29/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,54.46,,,,-54.46,55657.16,
7/29/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,54.46,55657.16,
6/30/22,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,121.03,55602.7,
6/30/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,31.85,,,,-31.85,55481.67,
6/30/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,31.85,55481.67,
6/28/22,DIVIDEND RECEIVED VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,,0,,,,35.61,55449.82,
6/27/22,DIVIDEND RECEIVED SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,,0,,,,33.75,55414.21,
6/24/22,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,108.99,55380.46,
5/31/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,15.35,,,,-15.35,55271.47,
5/31/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,15.35,55271.47,
5/20/22,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,4725,55256.12,
5/18/22,YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash),PYPL,PAYPAL HLDGS INC COM,Cash,77.05,90,,,,-6934.91,50531.12,5/20/22
5/18/22,YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash),PYPL,PAYPAL HLDGS INC COM,Cash,77.05,0.844,,,,-65.03,57466.03,5/20/22
5/18/22,YOU BOUGHT FREEPORT-MCMORAN INC COM USD0.10 (FCX) (Cash),FCX,FREEPORT-MCMORAN INC COM USD0.10,Cash,35.74,195,,,,-6970.28,57531.06,5/20/22
5/18/22,YOU BOUGHT FREEPORT-MCMORAN INC COM USD0.10 (FCX) (Cash),FCX,FREEPORT-MCMORAN INC COM USD0.10,Cash,35.75,0.831,,,,-29.71,64501.34,5/20/22
4/29/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.5,,,,-0.5,64531.05,
4/29/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.5,64531.05,
3/31/22,DIVIDEND RECEIVED INVESCO EXCHANGE TRADED FD TR S&P500... (RSP) (Cash),RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQ,Cash,,0,,,,112.57,64530.55,
3/31/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.39,,,,-0.39,64417.98,
3/31/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.39,64417.98,
3/29/22,DIVIDEND RECEIVED VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,,0,,,,33.15,64417.59,
3/28/22,DIVIDEND RECEIVED SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,,0,,,,28.07,64384.44,
3/24/22,DIVIDEND RECEIVED SELECT SECTOR SPDR TRUST STATE STREE... (XLRE) (Cash),XLRE,SELECT SECTOR SPDR TRUST STATE STREET R,Cash,,0,,,,93.68,64356.37,
3/24/22,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,23500,64262.69,
3/11/22,DISTRIBUTION SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Shares,,219.981,,,,14699.13,40762.69,
2/28/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.08,,,,-0.08,40762.69,
2/28/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.08,40762.69,
2/25/22,WIRE TRANSFER FROM BANK (Cash),,No Description,Cash,,0,,,,18800,40762.61,
2/18/22,YOU SOLD VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,144.52,-0.75,,0.01,,108.38,21962.61,2/23/22
2/18/22,YOU SOLD VANGUARD WORLD FD UTILITIES ETF (VPU) (Cash),VPU,VANGUARD WORLD FD UTILITIES ETF,Cash,144.55,-32,,0.03,,4625.57,21854.23,2/23/22
2/18/22,YOU SOLD NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,41.85,-0.662,,0.01,,27.69,17228.66,2/23/22
2/18/22,YOU SOLD NUSHARES ETF TR NUVEEN ESG MIDCP (NUMG) (Cash),NUMG,NUSHARES ETF TR NUVEEN ESG MIDCP,Cash,41.87,-247,,0.06,,10341.61,17200.97,2/23/22
1/31/22,REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,1,0.06,,,,-0.06,6859.36,
1/31/22,DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash),SPAXX,FIDELITY GOVERNMENT MONEY MARKET,Cash,,0,,,,0.06,6859.36,
1/4/22,DIVIDEND RECEIVED SCHWAB US LARGE-CAP GROWTH ETF (SCHG) (Cash),SCHG,SCHWAB US LARGE-CAP GROWTH ETF,Cash,,0,,,,8.91,6859.3,
